S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
506,20-07-2020,Andhra Pradesh,49650,26118,22890,642
507,21-07-2020,Andhra Pradesh,53724,28800,24228,696
508,22-07-2020,Andhra Pradesh,58668,32336,25574,758
509,23-07-2020,Andhra Pradesh,64713,31763,32127,823
510,24-07-2020,Andhra Pradesh,72711,34272,37555,884
511,25-07-2020,Andhra Pradesh,80858,39990,39935,933
512,26-07-2020,Andhra Pradesh,88671,44431,43255,985
513,27-07-2020,Andhra Pradesh,96298,48956,46301,1041
514,28-07-2020,Andhra Pradesh,102349,51701,49558,1090
515,29-07-2020,Andhra Pradesh,110297,56527,52622,1148
516,30-07-2020,Andhra Pradesh,120390,63771,55406,1213
517,31-07-2020,Andhra Pradesh,130557,69252,60024,1281
518,01-08-2020,Andhra Pradesh,140933,75720,63864,1349
519,02-08-2020,Andhra Pradesh,150209,72188,76614,1407
520,03-08-2020,Andhra Pradesh,158764,74404,82886,1474
521,04-08-2020,Andhra Pradesh,166586,76377,88672,1537
522,05-08-2020,Andhra Pradesh,176333,79104,95625,1604
523,06-08-2020,Andhra Pradesh,186461,80426,104354,1681
524,07-08-2020,Andhra Pradesh,196789,82166,112870,1753
525,08-08-2020,Andhra Pradesh,206960,84654,120464,1842
526,09-08-2020,Andhra Pradesh,217040,85486,129615,1939
527,10-08-2020,Andhra Pradesh,227860,87112,138712,2036
528,11-08-2020,Andhra Pradesh,235525,87773,145636,2116
529,12-08-2020,Andhra Pradesh,244549,87597,154749,2203
530,13-08-2020,Andhra Pradesh,254146,90425,161425,2296
531,14-08-2020,Andhra Pradesh,264142,90780,170984,2378
532,15-08-2020,Andhra Pradesh,273085,89907,180703,2475
533,16-08-2020,Andhra Pradesh,281817,88138,191117,2562
534,17-08-2020,Andhra Pradesh,289829,85945,201234,2650
535,18-08-2020,Andhra Pradesh,296609,84777,209100,2732
536,19-08-2020,Andhra Pradesh,306261,85130,218311,2820
537,20-08-2020,Andhra Pradesh,316003,86725,226372,2906
538,21-08-2020,Andhra Pradesh,325396,87177,235218,3001
539,22-08-2020,Andhra Pradesh,334940,87803,244045,3092
540,23-08-2020,Andhra Pradesh,345216,89389,252638,3189
541,24-08-2020,Andhra Pradesh,353111,89742,260087,3282
542,25-08-2020,Andhra Pradesh,361712,89516,268828,3368
543,26-08-2020,Andhra Pradesh,371639,89932,278247,3460
544,27-08-2020,Andhra Pradesh,382469,92208,286720,3541
545,28-08-2020,Andhra Pradesh,393090,94209,295248,3633
546,29-08-2020,Andhra Pradesh,403616,96191,303711,3714
547,30-08-2020,Andhra Pradesh,414164,97681,312687,3796
548,31-08-2020,Andhra Pradesh,424767,99129,321754,3884
549,01-09-2020,Andhra Pradesh,434771,100276,330526,3969
550,02-09-2020,Andhra Pradesh,445139,101210,339876,4053
551,03-09-2020,Andhra Pradesh,455531,103076,348330,4125
552,04-09-2020,Andhra Pradesh,465730,103521,358009,4200
553,05-09-2020,Andhra Pradesh,476506,102067,370163,4276
554,06-09-2020,Andhra Pradesh,487331,100880,382104,4347
555,07-09-2020,Andhra Pradesh,498125,99689,394019,4417
556,08-09-2020,Andhra Pradesh,506493,97932,404074,4487
557,09-09-2020,Andhra Pradesh,517094,96769,415765,4560
558,10-09-2020,Andhra Pradesh,527512,97271,425607,4634
559,11-09-2020,Andhra Pradesh,537687,97338,435647,4702
560,12-09-2020,Andhra Pradesh,547686,96191,446716,4779
561,13-09-2020,Andhra Pradesh,557587,95733,457008,4846
562,14-09-2020,Andhra Pradesh,567123,95072,467139,4912
563,15-09-2020,Andhra Pradesh,575079,93204,476903,4972
564,16-09-2020,Andhra Pradesh,583925,92353,486531,5041
565,17-09-2020,Andhra Pradesh,592760,90279,497376,5105
566,18-09-2020,Andhra Pradesh,601462,88197,508088,5177
567,19-09-2020,Andhra Pradesh,609558,84423,519891,5244
568,20-09-2020,Andhra Pradesh,617776,81763,530711,5302
569,21-09-2020,Andhra Pradesh,625514,78836,541319,5359
570,22-09-2020,Andhra Pradesh,631749,74518,551821,5410
571,03-04-2020,Arunachal Pradesh,1,1,0,0
572,04-04-2020,Arunachal Pradesh,1,1,0,0
573,05-04-2020,Arunachal Pradesh,1,1,0,0
574,06-04-2020,Arunachal Pradesh,1,1,0,0
575,07-04-2020,Arunachal Pradesh,1,1,0,0
576,08-04-2020,Arunachal Pradesh,1,1,0,0
577,09-04-2020,Arunachal Pradesh,1,1,0,0
578,10-04-2020,Arunachal Pradesh,1,1,0,0
579,11-04-2020,Arunachal Pradesh,1,1,0,0
580,12-04-2020,Arunachal Pradesh,1,1,0,0
581,13-04-2020,Arunachal Pradesh,1,1,0,0
582,14-04-2020,Arunachal Pradesh,1,1,0,0
583,15-04-2020,Arunachal Pradesh,1,1,0,0
584,16-04-2020,Arunachal Pradesh,1,1,0,0
585,17-04-2020,Arunachal Pradesh,1,1,0,0
586,18-04-2020,Arunachal Pradesh,1,1,0,0
587,19-04-2020,Arunachal Pradesh,1,1,0,0
588,20-04-2020,Arunachal Pradesh,1,1,0,0
589,21-04-2020,Arunachal Pradesh,1,1,0,0
590,22-04-2020,Arunachal Pradesh,1,0,1,0
591,23-04-2020,Arunachal Pradesh,1,0,1,0
592,24-04-2020,Arunachal Pradesh,1,0,1,0
593,25-04-2020,Arunachal Pradesh,1,0,1,0
594,26-04-2020,Arunachal Pradesh,1,0,1,0
595,27-04-2020,Arunachal Pradesh,1,0,1,0
596,28-04-2020,Arunachal Pradesh,1,0,1,0
597,29-04-2020,Arunachal Pradesh,1,0,1,0
598,30-04-2020,Arunachal Pradesh,1,0,1,0
599,01-05-2020,Arunachal Pradesh,1,0,1,0
600,02-05-2020,Arunachal Pradesh,1,0,1,0
601,03-05-2020,Arunachal Pradesh,1,0,1,0
602,04-05-2020,Arunachal Pradesh,1,0,1,0
603,05-05-2020,Arunachal Pradesh,1,0,1,0
604,06-05-2020,Arunachal Pradesh,1,0,1,0
605,07-05-2020,Arunachal Pradesh,1,0,1,0
606,08-05-2020,Arunachal Pradesh,1,0,1,0
607,09-05-2020,Arunachal Pradesh,1,0,1,0
608,10-05-2020,Arunachal Pradesh,1,0,1,0
609,11-05-2020,Arunachal Pradesh,1,0,1,0
610,12-05-2020,Arunachal Pradesh,1,0,1,0
611,13-05-2020,Arunachal Pradesh,1,0,1,0
612,14-05-2020,Arunachal Pradesh,1,0,1,0
613,15-05-2020,Arunachal Pradesh,1,0,1,0
614,16-05-2020,Arunachal Pradesh,1,0,1,0
615,17-05-2020,Arunachal Pradesh,1,0,1,0
616,18-05-2020,Arunachal Pradesh,1,0,1,0
617,19-05-2020,Arunachal Pradesh,1,0,1,0
618,20-05-2020,Arunachal Pradesh,1,0,1,0
619,21-05-2020,Arunachal Pradesh,1,0,1,0
620,22-05-2020,Arunachal Pradesh,1,0,1,0
621,23-05-2020,Arunachal Pradesh,1,0,1,0
622,24-05-2020,Arunachal Pradesh,1,0,1,0
623,25-05-2020,Arunachal Pradesh,1,0,1,0
624,26-05-2020,Arunachal Pradesh,2,1,1,0
625,27-05-2020,Arunachal Pradesh,2,1,1,0
626,28-05-2020,Arunachal Pradesh,2,1,1,0
627,29-05-2020,Arunachal Pradesh,3,2,1,0
628,30-05-2020,Arunachal Pradesh,3,2,1,0
629,31-05-2020,Arunachal Pradesh,4,3,1,0
630,01-06-2020,Arunachal Pradesh,4,3,1,0
631,02-06-2020,Arunachal Pradesh,22,21,1,0
632,03-06-2020,Arunachal Pradesh,22,21,1,0
633,04-06-2020,Arunachal Pradesh,38,37,1,0
634,05-06-2020,Arunachal Pradesh,42,41,1,0
635,06-06-2020,Arunachal Pradesh,45,44,1,0
636,07-06-2020,Arunachal Pradesh,47,46,1,0
637,08-06-2020,Arunachal Pradesh,51,50,1,0
638,09-06-2020,Arunachal Pradesh,51,50,1,0
639,10-06-2020,Arunachal Pradesh,57,56,1,0
640,11-06-2020,Arunachal Pradesh,57,55,2,0
641,12-06-2020,Arunachal Pradesh,61,57,4,0
642,13-06-2020,Arunachal Pradesh,67,63,4,0
643,14-06-2020,Arunachal Pradesh,87,83,4,0
644,15-06-2020,Arunachal Pradesh,91,84,7,0
645,16-06-2020,Arunachal Pradesh,91,84,7,0
646,17-06-2020,Arunachal Pradesh,95,88,7,0
647,18-06-2020,Arunachal Pradesh,99,92,7,0
648,19-06-2020,Arunachal Pradesh,103,93,10,0
649,20-06-2020,Arunachal Pradesh,103,92,11,0
650,21-06-2020,Arunachal Pradesh,135,121,14,0
651,22-06-2020,Arunachal Pradesh,135,120,15,0
652,23-06-2020,Arunachal Pradesh,139,118,21,0
653,24-06-2020,Arunachal Pradesh,148,126,22,0
654,25-06-2020,Arunachal Pradesh,158,120,38,0
655,26-06-2020,Arunachal Pradesh,160,121,38,1
656,27-06-2020,Arunachal Pradesh,172,129,42,1
657,28-06-2020,Arunachal Pradesh,177,122,54,1
658,29-06-2020,Arunachal Pradesh,182,121,60,1
659,30-06-2020,Arunachal Pradesh,187,125,61,1
660,01-07-2020,Arunachal Pradesh,191,128,62,1
661,02-07-2020,Arunachal Pradesh,195,128,66,1
662,03-07-2020,Arunachal Pradesh,195,128,66,1
663,04-07-2020,Arunachal Pradesh,252,176,75,1
664,05-07-2020,Arunachal Pradesh,259,182,76,1
665,06-07-2020,Arunachal Pradesh,269,190,78,1
666,07-07-2020,Arunachal Pradesh,270,176,92,2
667,08-07-2020,Arunachal Pradesh,276,169,105,2
668,09-07-2020,Arunachal Pradesh,287,176,109,2
669,10-07-2020,Arunachal Pradesh,302,180,120,2
670,11-07-2020,Arunachal Pradesh,335,213,120,2
671,12-07-2020,Arunachal Pradesh,341,214,125,2
672,13-07-2020,Arunachal Pradesh,359,219,138,2
673,14-07-2020,Arunachal Pradesh,387,240,145,2
674,15-07-2020,Arunachal Pradesh,462,306,153,3
675,16-07-2020,Arunachal Pradesh,462,306,153,3
676,17-07-2020,Arunachal Pradesh,543,387,153,3
677,18-07-2020,Arunachal Pradesh,609,431,175,3
678,19-07-2020,Arunachal Pradesh,650,373,274,3
679,20-07-2020,Arunachal Pradesh,740,455,282,3
680,21-07-2020,Arunachal Pradesh,790,502,285,3
681,22-07-2020,Arunachal Pradesh,858,552,303,3
682,23-07-2020,Arunachal Pradesh,949,632,314,3
683,24-07-2020,Arunachal Pradesh,991,654,334,3
684,25-07-2020,Arunachal Pradesh,1056,661,392,3
685,26-07-2020,Arunachal Pradesh,1126,695,428,3
686,27-07-2020,Arunachal Pradesh,1158,650,505,3
687,28-07-2020,Arunachal Pradesh,1239,662,574,3
688,29-07-2020,Arunachal Pradesh,1330,710,617,3
689,30-07-2020,Arunachal Pradesh,1410,730,677,3
690,31-07-2020,Arunachal Pradesh,1484,654,827,3
691,01-08-2020,Arunachal Pradesh,1591,670,918,3
692,02-08-2020,Arunachal Pradesh,1673,701,969,3
693,03-08-2020,Arunachal Pradesh,1698,699,996,3
694,04-08-2020,Arunachal Pradesh,1758,692,1063,3
695,05-08-2020,Arunachal Pradesh,1790,682,1105,3
696,06-08-2020,Arunachal Pradesh,1855,642,1210,3
697,07-08-2020,Arunachal Pradesh,1948,700,1245,3
698,08-08-2020,Arunachal Pradesh,2049,720,1326,3
699,09-08-2020,Arunachal Pradesh,2117,684,1430,3
700,10-08-2020,Arunachal Pradesh,2155,670,1482,3
701,11-08-2020,Arunachal Pradesh,2231,636,1592,3
702,12-08-2020,Arunachal Pradesh,2327,690,1634,3
703,13-08-2020,Arunachal Pradesh,2430,768,1659,3
704,14-08-2020,Arunachal Pradesh,2512,790,1718,4
705,15-08-2020,Arunachal Pradesh,2607,852,1750,5
706,16-08-2020,Arunachal Pradesh,2658,882,1771,5
707,17-08-2020,Arunachal Pradesh,2701,888,1808,5
708,18-08-2020,Arunachal Pradesh,2741,843,1893,5
709,19-08-2020,Arunachal Pradesh,2875,921,1949,5
710,20-08-2020,Arunachal Pradesh,2950,923,2022,5
711,21-08-2020,Arunachal Pradesh,3066,968,2093,5
712,22-08-2020,Arunachal Pradesh,3126,996,2125,5
713,23-08-2020,Arunachal Pradesh,3223,990,2228,5
714,24-08-2020,Arunachal Pradesh,3263,961,2297,5
715,25-08-2020,Arunachal Pradesh,3312,880,2427,5
716,26-08-2020,Arunachal Pradesh,3412,899,2508,5
717,27-08-2020,Arunachal Pradesh,3555,987,2563,5
718,28-08-2020,Arunachal Pradesh,3633,1007,2621,5
719,29-08-2020,Arunachal Pradesh,3745,1031,2709,5
720,30-08-2020,Arunachal Pradesh,3877,1118,2754,5
721,31-08-2020,Arunachal Pradesh,4034,1205,2822,7
722,01-09-2020,Arunachal Pradesh,4112,1220,2885,7
723,02-09-2020,Arunachal Pradesh,4212,1226,2979,7
724,03-09-2020,Arunachal Pradesh,4360,1278,3075,7
725,04-09-2020,Arunachal Pradesh,4574,1400,3167,7
726,05-09-2020,Arunachal Pradesh,4775,1488,3280,7
727,06-09-2020,Arunachal Pradesh,4914,1525,3381,8
728,07-09-2020,Arunachal Pradesh,5000,1520,3472,8
729,08-09-2020,Arunachal Pradesh,5180,1576,3596,8
730,09-09-2020,Arunachal Pradesh,5402,1670,3723,9
731,10-09-2020,Arunachal Pradesh,5545,1630,3906,9
732,11-09-2020,Arunachal Pradesh,5672,1658,4005,9
733,12-09-2020,Arunachal Pradesh,5825,1689,4126,10
734,13-09-2020,Arunachal Pradesh,5975,1712,4253,10
735,14-09-2020,Arunachal Pradesh,6121,1732,4379,10
736,15-09-2020,Arunachal Pradesh,6298,1756,4531,11
737,16-09-2020,Arunachal Pradesh,6466,1795,4658,13
738,17-09-2020,Arunachal Pradesh,6692,1892,4787,13
739,18-09-2020,Arunachal Pradesh,6851,1871,4967,13
740,19-09-2020,Arunachal Pradesh,7005,1886,5106,13
741,20-09-2020,Arunachal Pradesh,7250,1957,5280,13
742,21-09-2020,Arunachal Pradesh,7385,1964,5408,13
743,22-09-2020,Arunachal Pradesh,7595,1939,5643,13
744,02-04-2020,Assam,1,1,0,0
745,03-04-2020,Assam,16,16,0,0
746,04-04-2020,Assam,24,24,0,0
747,05-04-2020,Assam,24,24,0,0
748,06-04-2020,Assam,26,26,0,0
749,07-04-2020,Assam,26,26,0,0
750,08-04-2020,Assam,27,27,0,0
751,09-04-2020,Assam,28,28,0,0
752,10-04-2020,Assam,29,29,0,0
753,11-04-2020,Assam,29,28,0,1
754,12-04-2020,Assam,29,28,0,1
755,13-04-2020,Assam,29,28,0,1
756,14-04-2020,Assam,31,30,0,1
757,15-04-2020,Assam,32,31,0,1
758,16-04-2020,Assam,33,32,0,1
759,17-04-2020,Assam,35,29,5,1
760,18-04-2020,Assam,35,29,5,1
761,19-04-2020,Assam,35,22,12,1
762,20-04-2020,Assam,35,17,17,1
763,21-04-2020,Assam,35,15,19,1
764,22-04-2020,Assam,35,15,19,1
765,23-04-2020,Assam,35,15,19,1
766,24-04-2020,Assam,36,16,19,1
767,25-04-2020,Assam,36,16,19,1
768,26-04-2020,Assam,36,16,19,1
769,27-04-2020,Assam,36,8,27,1
770,28-04-2020,Assam,36,8,27,1
771,29-04-2020,Assam,38,10,27,1
772,30-04-2020,Assam,38,8,29,1
773,01-05-2020,Assam,42,12,29,1
774,02-05-2020,Assam,43,10,32,1
775,03-05-2020,Assam,43,10,32,1
776,04-05-2020,Assam,43,10,32,1
777,05-05-2020,Assam,43,10,32,1
778,06-05-2020,Assam,43,10,32,1
779,07-05-2020,Assam,45,12,32,1
780,08-05-2020,Assam,54,19,34,1
781,09-05-2020,Assam,59,24,34,1
782,10-05-2020,Assam,63,27,34,2
783,11-05-2020,Assam,63,27,34,2
784,12-05-2020,Assam,65,29,34,2
785,13-05-2020,Assam,65,24,39,2
786,14-05-2020,Assam,80,39,39,2
787,15-05-2020,Assam,87,46,39,2
788,16-05-2020,Assam,90,47,41,2
789,17-05-2020,Assam,92,49,41,2
790,18-05-2020,Assam,101,58,41,2
791,19-05-2020,Assam,107,64,41,2
792,20-05-2020,Assam,142,97,41,4
793,21-05-2020,Assam,170,118,48,4
794,22-05-2020,Assam,203,145,54,4
795,23-05-2020,Assam,259,201,54,4
796,24-05-2020,Assam,329,270,55,4
797,25-05-2020,Assam,378,319,55,4
798,26-05-2020,Assam,526,460,62,4
799,27-05-2020,Assam,616,550,62,4
800,28-05-2020,Assam,781,690,87,4
801,29-05-2020,Assam,856,748,104,4
802,30-05-2020,Assam,1024,895,125,4
803,31-05-2020,Assam,1185,1018,163,4
804,01-06-2020,Assam,1272,1083,185,4
805,02-06-2020,Assam,1390,1109,277,4
806,03-06-2020,Assam,1513,1185,324,4
807,04-06-2020,Assam,1672,1255,413,4
808,05-06-2020,Assam,1988,1542,442,4
809,06-06-2020,Assam,2153,1651,498,4
810,07-06-2020,Assam,2397,1846,547,4
811,08-06-2020,Assam,2565,1946,615,4
812,09-06-2020,Assam,2776,2107,665,4
813,10-06-2020,Assam,2937,1848,1085,4
814,11-06-2020,Assam,3092,1839,1249,4
815,12-06-2020,Assam,3319,1881,1432,6
816,13-06-2020,Assam,3498,1953,1537,8
817,14-06-2020,Assam,3718,2126,1584,8
818,15-06-2020,Assam,4049,2081,1960,8
819,16-06-2020,Assam,4158,1984,2166,8
820,17-06-2020,Assam,4319,2145,2166,8
821,18-06-2020,Assam,4605,1955,2642,8
822,19-06-2020,Assam,4777,2114,2654,9
823,20-06-2020,Assam,4904,1856,3039,9
824,21-06-2020,Assam,4904,1856,3039,9
825,22-06-2020,Assam,5388,2019,3360,9
826,23-06-2020,Assam,5586,2056,3521,9
827,24-06-2020,Assam,5831,2060,3762,9
828,25-06-2020,Assam,6198,2231,3958,9
829,26-06-2020,Assam,6321,2279,4033,9
830,27-06-2020,Assam,6607,2339,4259,9
831,28-06-2020,Assam,6816,2307,4500,9
832,29-06-2020,Assam,7206,2108,5088,10
833,30-06-2020,Assam,7752,2408,5333,11
834,01-07-2020,Assam,8227,2568,5647,12
835,02-07-2020,Assam,8582,2719,5851,12
836,03-07-2020,Assam,9013,2895,6106,12
837,04-07-2020,Assam,9673,3310,6349,14
838,05-07-2020,Assam,10668,3997,6657,14
839,06-07-2020,Assam,11388,4249,7125,14
840,07-07-2020,Assam,12160,4264,7882,14
841,08-07-2020,Assam,12522,4179,8329,14
842,09-07-2020,Assam,13336,4591,8729,16
843,10-07-2020,Assam,14032,5284,8726,22
844,11-07-2020,Assam,14600,5426,9147,27
845,12-07-2020,Assam,15536,6351,9150,35
846,13-07-2020,Assam,16071,5610,10426,35
847,14-07-2020,Assam,16806,5876,10894,36
848,15-07-2020,Assam,17807,6351,11416,40
849,16-07-2020,Assam,18666,6447,12173,46
850,17-07-2020,Assam,19754,6818,12888,48
851,18-07-2020,Assam,20646,6490,14105,51
852,19-07-2020,Assam,22918,7700,15165,53
853,20-07-2020,Assam,23999,7919,16023,57
854,21-07-2020,Assam,25382,8229,17095,58
855,22-07-2020,Assam,25382,7291,18033,58
856,23-07-2020,Assam,26772,8675,18033,64
857,24-07-2020,Assam,28791,8022,20699,70
858,25-07-2020,Assam,29921,8084,21761,76
859,26-07-2020,Assam,31086,7954,23055,77
860,27-07-2020,Assam,32228,8109,24040,79
861,28-07-2020,Assam,33576,8088,25402,86
862,29-07-2020,Assam,34947,8241,26618,88
863,30-07-2020,Assam,36295,8371,27832,92
864,31-07-2020,Assam,38407,9233,29080,94
865,01-08-2020,Assam,40269,9814,30357,98
866,02-08-2020,Assam,41726,10183,31442,101
867,03-08-2020,Assam,42904,10415,32384,105
868,04-08-2020,Assam,45275,11738,33428,109
869,05-08-2020,Assam,48161,13625,34421,115
870,06-08-2020,Assam,50445,14432,35892,121
871,07-08-2020,Assam,52817,15467,37224,126
872,08-08-2020,Assam,55496,16555,38809,132
873,09-08-2020,Assam,57714,16983,40591,140
874,10-08-2020,Assam,58837,16367,42325,145
875,11-08-2020,Assam,61737,18000,43586,151
876,12-08-2020,Assam,64406,19178,45073,155
877,13-08-2020,Assam,68999,21629,47209,161
878,14-08-2020,Assam,71795,22243,49383,169
879,15-08-2020,Assam,74501,22633,51693,175
880,16-08-2020,Assam,75558,22090,53286,182
881,17-08-2020,Assam,76875,21471,55215,189
882,18-08-2020,Assam,79667,22736,56734,197
883,19-08-2020,Assam,82201,23704,58294,203
884,20-08-2020,Assam,84317,23756,60348,213
885,21-08-2020,Assam,86052,22711,63120,221
886,22-08-2020,Assam,87908,22085,65596,227
887,23-08-2020,Assam,89468,21593,67641,234
888,24-08-2020,Assam,90740,19598,70900,242
889,25-08-2020,Assam,92619,19277,73090,252
890,26-08-2020,Assam,94592,19518,74814,260
891,27-08-2020,Assam,96771,19535,76962,274
892,28-08-2020,Assam,98807,19222,79307,278
893,29-08-2020,Assam,101367,20011,81070,286
894,30-08-2020,Assam,103794,20995,82510,289
895,31-08-2020,Assam,105774,21551,83927,296
896,01-09-2020,Assam,109040,23273,85461,306
897,02-09-2020,Assam,111724,24514,86895,315
898,03-09-2020,Assam,115279,26227,88729,323
899,04-09-2020,Assam,118333,27303,90700,330
900,05-09-2020,Assam,121224,28159,92720,345
901,06-09-2020,Assam,123922,28507,95063,352
902,07-09-2020,Assam,125459,28273,96826,360
903,08-09-2020,Assam,128244,28798,99076,370
904,09-09-2020,Assam,130823,29206,101239,378
905,10-09-2020,Assam,133066,29166,103504,396
906,11-09-2020,Assam,135805,29690,105701,414
907,12-09-2020,Assam,138339,29580,108329,430
908,13-09-2020,Assam,140471,29133,110885,453
909,14-09-2020,Assam,141763,28161,113133,469
910,15-09-2020,Assam,144166,28630,115054,482
911,16-09-2020,Assam,146575,29180,116903,492
912,17-09-2020,Assam,148969,29091,119367,511
913,18-09-2020,Assam,150349,28208,121613,528
914,19-09-2020,Assam,152858,28631,123687,540
915,20-09-2020,Assam,155453,29362,125543,548
916,21-09-2020,Assam,156680,28780,127338,562
917,22-09-2020,Assam,159320,29609,129133,578
918,22-03-2020,Bihar,2,1,0,1
919,23-03-2020,Bihar,2,1,0,1
920,24-03-2020,Bihar,2,1,0,1
921,25-03-2020,Bihar,3,2,0,1
922,26-03-2020,Bihar,3,2,0,1
923,27-03-2020,Bihar,6,5,0,1
924,28-03-2020,Bihar,9,8,0,1
925,29-03-2020,Bihar,9,8,0,1
926,30-03-2020,Bihar,11,10,0,1
927,31-03-2020,Bihar,15,14,0,1
928,01-04-2020,Bihar,23,22,0,1
929,02-04-2020,Bihar,23,22,0,1
930,03-04-2020,Bihar,24,23,0,1
931,04-04-2020,Bihar,29,28,0,1
932,05-04-2020,Bihar,30,29,0,1
933,06-04-2020,Bihar,30,29,0,1
934,07-04-2020,Bihar,32,31,0,1
935,08-04-2020,Bihar,38,37,0,1
936,09-04-2020,Bihar,38,37,0,1
937,10-04-2020,Bihar,39,38,0,1
938,11-04-2020,Bihar,60,59,0,1
939,12-04-2020,Bihar,63,62,0,1
940,13-04-2020,Bihar,64,44,19,1
941,14-04-2020,Bihar,65,38,26,1
942,15-04-2020,Bihar,66,36,29,1
943,16-04-2020,Bihar,70,40,29,1
944,17-04-2020,Bihar,80,42,37,1
945,18-04-2020,Bihar,83,44,37,2
946,19-04-2020,Bihar,86,47,37,2
947,20-04-2020,Bihar,93,49,42,2
948,21-04-2020,Bihar,113,69,42,2
949,22-04-2020,Bihar,126,82,42,2
950,23-04-2020,Bihar,143,95,46,2
951,24-04-2020,Bihar,153,105,46,2
952,25-04-2020,Bihar,223,175,46,2
953,26-04-2020,Bihar,243,195,46,2
954,27-04-2020,Bihar,274,216,56,2
955,28-04-2020,Bihar,345,286,57,2
956,29-04-2020,Bihar,366,300,64,2
957,30-04-2020,Bihar,392,325,65,2
